example,domain,task,n,p,n_classes,pca_99,k,family,representation,probe,score,fit_seconds
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,select,select:rf,svm,0.77,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,select,select:xg,linear,0.695,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,select,select:xg,knn,0.6987,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,select,select:xg,svm,0.76,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,select,select:mi,linear,0.6725,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,select,select:mi,knn,0.6975,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,select,select:mi,svm,0.7625,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,select,select:f_test,linear,0.675,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,select,select:f_test,knn,0.6913,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,select,select:f_test,svm,0.76,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,select,select:l1,linear,0.6637,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,select,select:l1,knn,0.705,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,select,select:l1,svm,0.7575,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,dr,dr:PCA,linear,0.67,2.28
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,dr,dr:PCA,knn,0.5138,2.28
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,dr,dr:PCA,svm,0.6887,2.28
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,dr,dr:RandProj,linear,0.6913,0.03
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,dr,dr:RandProj,knn,0.68,0.03
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1133,dr,dr:RandProj,svm,0.7625,0.03
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:vote,linear,0.7175,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:vote,knn,0.7037,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:vote,svm,0.765,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:rf,linear,0.7288,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:rf,knn,0.7113,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:rf,svm,0.7675,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:xg,linear,0.7225,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:xg,knn,0.7087,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:xg,svm,0.7675,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:mi,linear,0.7188,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:mi,knn,0.6875,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:mi,svm,0.755,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:f_test,linear,0.7375,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:f_test,knn,0.7,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:f_test,svm,0.7738,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:l1,linear,0.685,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:l1,knn,0.7188,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,select,select:l1,svm,0.7512,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,dr,dr:PCA,linear,0.7163,1.25
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,dr,dr:PCA,knn,0.5437,1.25
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,dr,dr:PCA,svm,0.7512,1.25
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,dr,dr:RandProj,linear,0.7,0.04
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,dr,dr:RandProj,knn,0.6725,0.04
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,566,dr,dr:RandProj,svm,0.7575,0.04
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:vote,linear,0.74,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:vote,knn,0.7125,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:vote,svm,0.7775,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:rf,linear,0.7388,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:rf,knn,0.7225,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:rf,svm,0.7588,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:xg,linear,0.7275,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:xg,knn,0.7238,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:xg,svm,0.7638,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:mi,linear,0.7362,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:mi,knn,0.72,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:mi,svm,0.77,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:f_test,linear,0.7512,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:f_test,knn,0.7025,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:f_test,svm,0.7688,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:l1,linear,0.7087,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:l1,knn,0.7037,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,select,select:l1,svm,0.7512,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,dr,dr:PCA,linear,0.7412,1.0
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,dr,dr:PCA,knn,0.6075,1.0
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,dr,dr:PCA,svm,0.755,1.0
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,dr,dr:RandProj,linear,0.7288,0.04
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,dr,dr:RandProj,knn,0.6775,0.04
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,283,dr,dr:RandProj,svm,0.74,0.04
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:vote,linear,0.7375,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:vote,knn,0.7137,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:vote,svm,0.7475,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:rf,linear,0.7325,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:rf,knn,0.7163,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:rf,svm,0.74,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:xg,linear,0.73,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:xg,knn,0.6913,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:xg,svm,0.7312,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:mi,linear,0.7225,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:mi,knn,0.6613,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:mi,svm,0.7075,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:f_test,linear,0.7412,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:f_test,knn,0.7125,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:f_test,svm,0.7338,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:l1,linear,0.7388,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:l1,knn,0.705,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,select,select:l1,svm,0.7312,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:PCA,linear,0.7113,0.03
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:PCA,knn,0.7087,0.03
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:PCA,svm,0.7075,0.03
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:RandProj,linear,0.6637,0.0
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:RandProj,knn,0.6362,0.0
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:RandProj,svm,0.6663,0.0
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:ICA,linear,0.7113,0.7
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:ICA,knn,0.7087,0.7
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:ICA,svm,0.7075,0.7
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:KernelPCA,linear,0.705,0.86
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:KernelPCA,knn,0.6963,0.86
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:KernelPCA,svm,0.7087,0.86
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:Isomap,linear,0.6713,1.5
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:Isomap,knn,0.6663,1.5
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:Isomap,svm,0.6725,1.5
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:UMAP,linear,0.6763,13.87
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:UMAP,knn,0.665,13.87
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:UMAP,svm,0.695,13.87
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:t-SNE,linear,0.6637,86.79
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:t-SNE,knn,0.6737,86.79
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,10,dr,dr:t-SNE,svm,0.685,86.79
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:vote,linear,0.68,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:vote,knn,0.6488,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:vote,svm,0.6675,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:rf,linear,0.68,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:rf,knn,0.6488,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:rf,svm,0.6675,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:xg,linear,0.68,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:xg,knn,0.6488,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:xg,svm,0.6675,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:mi,linear,0.6625,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:mi,knn,0.6388,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:mi,svm,0.665,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:f_test,linear,0.68,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:f_test,knn,0.6488,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:f_test,svm,0.6675,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:l1,linear,0.68,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:l1,knn,0.6488,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,select,select:l1,svm,0.6675,175.78
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:PCA,linear,0.665,0.02
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:PCA,knn,0.6175,0.02
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:PCA,svm,0.665,0.02
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:RandProj,linear,0.665,0.01
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:RandProj,knn,0.6338,0.01
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:RandProj,svm,0.665,0.01
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:ICA,linear,0.665,0.49
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:ICA,knn,0.6175,0.49
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:ICA,svm,0.665,0.49
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:KernelPCA,linear,0.665,0.85
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:KernelPCA,knn,0.6238,0.85
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:KernelPCA,svm,0.665,0.85
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:Isomap,linear,0.665,1.56
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:Isomap,knn,0.63,1.56
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:Isomap,svm,0.665,1.56
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:UMAP,linear,0.665,13.09
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:UMAP,knn,0.645,13.09
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:UMAP,svm,0.665,13.09
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:t-SNE,linear,0.665,0.8
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:t-SNE,knn,0.6462,0.8
modernbert_offensive,transformer NLP,classification,4000,1536,2,1133,1,dr,dr:t-SNE,svm,0.665,0.8
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1536,all,all features,linear,0.9062,0.0
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1536,all,all features,knn,0.8788,0.0
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1536,all,all features,svm,0.9175,0.0
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:vote,linear,0.9125,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:vote,knn,0.8775,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:vote,svm,0.9163,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:rf,linear,0.9137,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:rf,knn,0.8812,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:rf,svm,0.9237,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:xg,linear,0.9087,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:xg,knn,0.8838,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:xg,svm,0.9187,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:mi,linear,0.895,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:mi,knn,0.8762,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:mi,svm,0.915,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:f_test,linear,0.8975,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:f_test,knn,0.8862,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:f_test,svm,0.92,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:l1,linear,0.9113,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:l1,knn,0.8875,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,select,select:l1,svm,0.925,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,dr,dr:PCA,linear,0.8588,2.07
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,dr,dr:PCA,knn,0.6025,2.07
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,dr,dr:PCA,svm,0.8762,2.07
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,dr,dr:RandProj,linear,0.8875,0.03
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,dr,dr:RandProj,knn,0.88,0.03
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1206,dr,dr:RandProj,svm,0.9038,0.03
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:vote,linear,0.8862,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:vote,knn,0.8988,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:vote,svm,0.9263,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:rf,linear,0.8912,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:rf,knn,0.8825,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:rf,svm,0.9263,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:xg,linear,0.8938,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:xg,knn,0.8938,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:xg,svm,0.9213,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:mi,linear,0.8662,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:mi,knn,0.8975,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:mi,svm,0.9187,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:f_test,linear,0.89,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:f_test,knn,0.89,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:f_test,svm,0.9213,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:l1,linear,0.9062,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:l1,knn,0.8838,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,select,select:l1,svm,0.9187,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,dr,dr:PCA,linear,0.8875,1.54
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,dr,dr:PCA,knn,0.6713,1.54
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,dr,dr:PCA,svm,0.9113,1.54
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,dr,dr:RandProj,linear,0.8575,0.02
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,dr,dr:RandProj,knn,0.88,0.02
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,603,dr,dr:RandProj,svm,0.8988,0.02
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:vote,linear,0.9062,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:vote,knn,0.8912,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:vote,svm,0.9213,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:rf,linear,0.9062,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:rf,knn,0.8912,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:rf,svm,0.9125,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:xg,linear,0.89,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:xg,knn,0.895,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:xg,svm,0.9237,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:mi,linear,0.8962,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:mi,knn,0.8875,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:mi,svm,0.9125,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:f_test,linear,0.8975,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:f_test,knn,0.8975,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:f_test,svm,0.9137,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:l1,linear,0.8912,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:l1,knn,0.8988,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,select,select:l1,svm,0.9263,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,dr,dr:PCA,linear,0.9163,1.12
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,dr,dr:PCA,knn,0.7712,1.12
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,dr,dr:PCA,svm,0.93,1.12
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,dr,dr:RandProj,linear,0.87,0.01
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,dr,dr:RandProj,knn,0.8588,0.01
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,301,dr,dr:RandProj,svm,0.8788,0.01
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:vote,linear,0.835,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:vote,knn,0.81,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:vote,svm,0.8375,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:rf,linear,0.84,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:rf,knn,0.8237,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:rf,svm,0.8313,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:xg,linear,0.8287,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:xg,knn,0.815,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:xg,svm,0.8363,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:mi,linear,0.8337,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:mi,knn,0.8087,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:mi,svm,0.8325,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:f_test,linear,0.8387,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:f_test,knn,0.8175,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:f_test,svm,0.8375,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:l1,linear,0.8387,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:l1,knn,0.8175,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,select,select:l1,svm,0.8375,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:PCA,linear,0.885,0.03
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:PCA,knn,0.8688,0.03
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:PCA,svm,0.89,0.03
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:RandProj,linear,0.675,0.01
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:RandProj,knn,0.62,0.01
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:RandProj,svm,0.6837,0.01
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:ICA,linear,0.885,0.6
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:ICA,knn,0.865,0.6
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:ICA,svm,0.89,0.6
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:KernelPCA,linear,0.8762,0.78
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:KernelPCA,knn,0.8688,0.78
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:KernelPCA,svm,0.8862,0.78
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:Isomap,linear,0.845,1.55
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:Isomap,knn,0.8287,1.55
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:Isomap,svm,0.8562,1.55
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:UMAP,linear,0.8712,14.1
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:UMAP,knn,0.8512,14.1
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:UMAP,svm,0.87,14.1
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:t-SNE,linear,0.8175,86.08
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:t-SNE,knn,0.8087,86.08
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,10,dr,dr:t-SNE,svm,0.8163,86.08
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1,select,select:vote,linear,0.6825,50.97
modernbert_subjectivity,transformer NLP,classification,4000,1536,2,1206,1,select,select:vote,knn,0.6438,50.97
